date,region,stat,hosp_beds,doctors,abortion,clinics_capacity,nursing_staff
2018-01-01,Ненецкий автономный округ,"Всего, тыс.",0.4,0.2,31,1.2,0.5
2018-01-01,Архангельская область  без автономного округа,"Всего, тыс.",9.7,6.2,26,44.0,14.4
2018-01-01,Вологодская область,"Всего, тыс.",9.0,4.1,29,36.0,12.6
2018-01-01,Калининградская область,"Всего, тыс.",8.3,4.5,20,26.0,8.5
2018-01-01,Ленинградская область,"Всего, тыс.",12.0,7.1,17,47.9,14.1
2018-01-01,Мурманская область,"Всего, тыс.",7.0,3.9,21,22.4,10.0
2018-01-01,Новгородская область,"Всего, тыс.",4.9,2.6,24,21.4,6.3
2018-01-01,Псковская область,"Всего, тыс.",5.3,2.1,30,18.1,6.3
2018-01-01,г. Санкт-Петербург,"Всего, тыс.",44.7,43.7,14,183.0,57.8
2018-01-01,Южный  федеральный округ,"Всего, тыс.",129.9,71.8,14,392.5,155.0
2018-01-01,Республика Адыгея,"Всего, тыс.",3.4,1.8,14,11.6,4.3
2018-01-01,Республика Калмыкия,"Всего, тыс.",2.1,1.4,12,7.5,2.9
2018-01-01,Республика Крым,"Всего, тыс.",14.6,8.7,16,35.5,20.4
2018-01-01,Краснодарский край,"Всего, тыс.",41.5,24.5,13,133.4,50.2
2018-01-01,Астраханская область,"Всего, тыс.",9.0,6.2,17,28.4,11.5
2018-01-01,Волгоградская область,"Всего, тыс.",22.0,11.3,16,65.3,24.6
2018-01-01,Ростовская область,"Всего, тыс.",33.8,15.8,12,101.9,37.1
2018-01-01,г. Севастополь,"Всего, тыс.",3.6,2.1,16,8.8,4.0
2018-01-01,Северо-Кавказский федеральный округ,"Всего, тыс.",71.5,42.1,11,181.1,92.6
2018-01-01,Республика Дагестан,"Всего, тыс.",21.5,12.7,7,38.3,28.0
2018-01-01,Республика Ингушетия ,"Всего, тыс.",2.2,2.3,6,7.3,4.1
2018-01-01,Кабардино-Балкарская Республика,"Всего, тыс.",6.5,3.9,8,18.7,9.2
2018-01-01,Карачаево-Черкесская Республика,"Всего, тыс.",3.2,1.9,11,11.0,5.2
2018-01-01,Республика Северная  Осетия – Алания,"Всего, тыс.",6.2,4.7,13,18.9,7.6
2018-01-01,Чеченская Республика ,"Всего, тыс.",8.5,4.3,10,26.1,11.1
2018-01-01,Ставропольский край,"Всего, тыс.",23.4,12.3,17,60.7,27.4
2005-01-01,Российская Федерация,На 10 000 человек населения,110.9,48.6,117,256.0,107.7
2005-01-01,Центральный  федеральный округ,На 10 000 человек населения,112.4,50.9,105,268.9,102.2
2005-01-01,Белгородская область,На 10 000 человек населения,111.5,39.6,94,224.2,117.8
2005-01-01,Брянская область,На 10 000 человек населения,127.4,36.4,138,224.5,113.7
2005-01-01,Владимирская область,На 10 000 человек населения,104.2,33.7,134,299.8,101.8
2005-01-01,Воронежская область,На 10 000 человек населения,107.1,53.1,151,208.5,117.6
2005-01-01,Ивановская область,На 10 000 человек населения,125.7,51.0,120,207.7,135.5
2005-01-01,Калужская область,На 10 000 человек населения,115.2,38.8,127,253.2,102.8
2005-01-01,Костромская область,На 10 000 человек населения,158.0,36.7,134,214.9,122.6
2005-01-01,Курская область,На 10 000 человек населения,114.2,50.0,126,226.9,115.7
2005-01-01,Липецкая область,На 10 000 человек населения,132.2,39.8,120,302.5,126.2
2005-01-01,Московская область,На 10 000 человек населения,110.5,34.7,101,259.1,82.8
2005-01-01,Орловская область,На 10 000 человек населения,118.9,37.6,136,230.3,116.1
2005-01-01,Рязанская область,На 10 000 человек населения,118.7,53.3,138,228.5,117.4
2005-01-01,Смоленская область,На 10 000 человек населения,125.3,59.7,132,250.4,111.6
2005-01-01,Тамбовская область,На 10 000 человек населения,122.4,33.7,123,242.8,109.8
2005-01-01,Тверская область,На 10 000 человек населения,124.8,51.6,117,202.2,106.4
2005-01-01,Тульская область,На 10 000 человек населения,138.4,33.9,132,229.2,114.7
2005-01-01,Ярославская область,На 10 000 человек населения,131.2,58.1,152,257.0,110.4
2005-01-01,г. Москва,На 10 000 человек населения,96.0,72.7,57,335.2,90.8
2005-01-01,Северо-Западный  федеральный округ,На 10 000 человек населения,108.0,54.3,133,293.6,110.5
2005-01-01,Республика Карелия,На 10 000 человек населения,120.9,50.5,154,243.1,131.3
2005-01-01,Республика Коми,На 10 000 человек населения,115.4,45.0,136,343.4,139.3
2005-01-01,Архангельская область,На 10 000 человек населения,122.5,53.2,153,338.1,141.2
2005-01-01,Ненецкий автономный округ,На 10 000 человек населения,126.4,39.1,118,205.9,89.2
2005-01-01,Архангельская область  без автономного округа,На 10 000 человек населения,122.4,53.7,154,342.6,142.9
2005-01-01,Вологодская область,На 10 000 человек населения,116.8,35.3,206,276.7,120.2
2005-01-01,Калининградская область,На 10 000 человек населения,105.0,35.7,141,217.2,83.7
2005-01-01,Ленинградская область,На 10 000 человек населения,88.8,30.6,148,245.6,73.6
2005-01-01,Мурманская область,На 10 000 человек населения,115.9,50.1,112,267.2,138.9
2005-01-01,Новгородская область,На 10 000 человек населения,128.2,39.2,135,290.7,109.1
2005-01-01,Псковская область,На 10 000 человек населения,133.2,34.7,159,241.7,114.7
2005-01-01,г. Санкт-Петербург,На 10 000 человек населения,97.6,80.0,91,328.3,103.7
2005-01-01,Южный  федеральный округ,На 10 000 человек населения,104.8,43.6,105,227.4,95.9
2005-01-01,Республика Адыгея,На 10 000 человек населения,111.1,37.6,85,241.0,106.9
2005-01-01,Республика Калмыкия,На 10 000 человек населения,133.8,48.7,82,255.6,134.6
2005-01-01,Краснодарский край,На 10 000 человек населения,96.0,42.3,104,210.2,92.2
2005-01-01,Астраханская область,На 10 000 человек населения,117.2,65.7,95,290.3,118.1
2005-01-01,Волгоградская область,На 10 000 человек населения,119.4,48.1,141,238.4,101.0
2005-01-01,Ростовская область,На 10 000 человек населения,100.6,37.5,91,223.1,88.3
2005-01-01,Северо-Кавказский федеральный округ,На 10 000 человек населения,82.3,42.5,44,161.9,89.4
2005-01-01,Республика Дагестан,На 10 000 человек населения,66.9,37.4,31,113.4,79.1
2005-01-01,Республика Ингушетия ,На 10 000 человек населения,46.6,27.0,15,136.6,63.6
2005-01-01,Кабардино-Балкарская Республика,На 10 000 человек населения,103.7,44.1,74,181.2,110.8
2005-01-01,Карачаево-Черкесская Республика,На 10 000 человек населения,97.2,33.1,49,187.2,108.7
2005-01-01,Республика Северная  Осетия – Алания,На 10 000 человек населения,101.6,66.1,65,260.0,100.4
2005-01-01,Чеченская Республика ,На 10 000 человек населения,0.0,0.0,0,0.0,0.0
2005-01-01,Ставропольский край,На 10 000 человек населения,88.6,44.9,100,177.7,90.5
2010-01-01,Российская Федерация,На 10 000 человек населения,93.8,50.1,67,257.9,105.6
2010-01-01,Центральный  федеральный округ,На 10 000 человек населения,92.3,53.5,58,268.8,99.8
2010-01-01,Белгородская область,На 10 000 человек населения,81.4,40.4,46,232.4,116.1
2010-01-01,Брянская область,На 10 000 человек населения,92.2,36.2,89,243.1,113.8
2010-01-01,Владимирская область,На 10 000 человек населения,77.3,33.1,79,314.9,94.6
2010-01-01,Воронежская область,На 10 000 человек населения,91.1,52.6,63,241.3,115.6
2010-01-01,Ивановская область,На 10 000 человек населения,104.0,51.9,88,276.0,103.8
2010-01-01,Калужская область,На 10 000 человек населения,99.8,39.6,73,257.6,100.9
2010-01-01,Костромская область,На 10 000 человек населения,96.6,34.6,82,234.2,116.4
2010-01-01,Курская область,На 10 000 человек населения,94.0,58.0,68,241.4,119.2
2010-01-01,Липецкая область,На 10 000 человек населения,99.9,40.4,71,320.8,120.2
2010-01-01,Московская область,На 10 000 человек населения,75.2,35.8,60,219.8,72.6
2010-01-01,Орловская область,На 10 000 человек населения,102.1,39.9,79,254.2,114.7
2010-01-01,Рязанская область,На 10 000 человек населения,99.2,56.8,62,236.5,113.9
2010-01-01,Смоленская область,На 10 000 человек населения,110.3,59.7,81,262.0,105.6
2010-01-01,Тамбовская область,На 10 000 человек населения,100.3,34.0,77,250.5,107.3
2010-01-01,Тверская область,На 10 000 человек населения,108.4,53.1,92,209.9,104.5
2010-01-01,Тульская область,На 10 000 человек населения,106.2,33.1,81,244.2,102.8
2010-01-01,Ярославская область,На 10 000 человек населения,115.2,62.9,80,273.3,109.0
2010-01-01,г. Москва,На 10 000 человек населения,93.4,77.7,29,322.5,99.4
2010-01-01,Северо-Западный  федеральный округ,На 10 000 человек населения,93.2,57.8,72,297.0,108.5
2010-01-01,Республика Карелия,На 10 000 человек населения,106.0,50.4,87,248.9,128.0
2010-01-01,Республика Коми,На 10 000 человек населения,111.7,47.5,80,367.9,145.6
2010-01-01,Архангельская область,На 10 000 человек населения,102.6,56.6,96,355.2,138.7
2010-01-01,Ненецкий автономный округ,На 10 000 человек населения,122.3,44.4,85,262.4,114.0
2010-01-01,Архангельская область  без автономного округа,На 10 000 человек населения,101.9,57.0,97,358.5,139.6
2010-01-01,Вологодская область,На 10 000 человек населения,89.5,34.6,99,287.4,115.9
2010-01-01,Калининградская область,На 10 000 человек населения,78.0,34.5,79,218.3,77.5
2010-01-01,Ленинградская область,На 10 000 человек населения,73.7,34.4,78,241.5,75.8
2010-01-01,Мурманская область,На 10 000 человек населения,124.7,57.4,58,297.9,152.2
2010-01-01,Новгородская область,На 10 000 человек населения,98.6,41.3,99,320.5,114.6
2010-01-01,Псковская область,На 10 000 человек населения,103.4,34.6,104,258.4,109.0
2010-01-01,г. Санкт-Петербург,На 10 000 человек населения,89.3,84.8,46,314.7,99.4
2010-01-01,Южный  федеральный округ,На 10 000 человек населения,90.7,44.4,59,235.6,95.7
2010-01-01,Республика Адыгея,На 10 000 человек населения,96.0,37.9,46,244.2,108.4
2010-01-01,Республика Калмыкия,На 10 000 человек населения,95.0,46.7,42,241.2,118.4
2010-01-01,Краснодарский край,На 10 000 человек населения,81.7,41.9,52,219.9,90.8
2010-01-01,Астраханская область,На 10 000 человек населения,101.8,68.2,48,281.4,115.2
2010-01-01,Волгоградская область,На 10 000 человек населения,109.0,50.5,87,255.1,99.8
2010-01-01,Ростовская область,На 10 000 человек населения,87.2,38.6,57,231.0,91.8
2010-01-01,Северо-Кавказский федеральный округ,На 10 000 человек населения,78.0,40.1,28,168.8,88.5
2010-01-01,Республика Дагестан,На 10 000 человек населения,67.8,39.2,19,118.9,81.6
2010-01-01,Республика Ингушетия ,На 10 000 человек населения,49.6,33.8,15,139.0,70.1
2010-01-01,Кабардино-Балкарская Республика,На 10 000 человек населения,97.3,44.0,27,183.9,108.9
2010-01-01,Карачаево-Черкесская Республика,На 10 000 человек населения,86.0,33.0,28,179.0,105.2
2010-01-01,Республика Северная  Осетия – Алания,На 10 000 человек населения,100.1,70.8,41,218.0,103.8
2010-01-01,Чеченская Республика ,На 10 000 человек населения,82.5,28.3,12,191.5,73.3
2010-01-01,Ставропольский край,На 10 000 человек населения,77.8,39.5,62,196.2,92.2
2014-01-01,Российская Федерация,На 10 000 человек населения,86.6,48.5,48,263.8,104.3
2014-01-01,Центральный  федеральный округ,На 10 000 человек населения,83.8,50.2,42,270.5,97.3
2014-01-01,Белгородская область,На 10 000 человек населения,80.4,40.7,30,242.6,112.8
2014-01-01,Брянская область,На 10 000 человек населения,83.7,37.1,67,272.3,114.3
2014-01-01,Владимирская область,На 10 000 человек населения,84.8,33.8,60,328.7,92.0
2014-01-01,Воронежская область,На 10 000 человек населения,91.9,54.1,46,240.1,113.3
2014-01-01,Ивановская область,На 10 000 человек населения,96.1,48.2,53,230.1,107.2
2014-01-01,Калужская область,На 10 000 человек населения,91.2,40.7,51,258.6,97.8
2014-01-01,Костромская область,На 10 000 человек населения,95.8,35.2,58,258.7,116.8
2014-01-01,Курская область,На 10 000 человек населения,86.8,51.8,59,247.6,116.3
2014-01-01,Липецкая область,На 10 000 человек населения,83.5,42.7,50,337.3,118.0
2014-01-01,Московская область,На 10 000 человек населения,76.8,38.1,43,214.5,75.8
2014-01-01,Орловская область,На 10 000 человек населения,98.7,43.0,64,264.3,114.0
2014-01-01,Рязанская область,На 10 000 человек населения,80.8,52.1,46,252.8,108.9
2014-01-01,Смоленская область,На 10 000 человек населения,99.5,54.5,55,280.3,106.8
2014-01-01,Тамбовская область,На 10 000 человек населения,82.4,34.6,53,263.6,102.9
2014-01-01,Тверская область,На 10 000 человек населения,97.8,47.7,61,225.8,102.5
2014-01-01,Тульская область,На 10 000 человек населения,87.3,34.6,46,249.4,101.5
2014-01-01,Ярославская область,На 10 000 человек населения,100.8,57.7,56,268.0,106.8
2014-01-01,г. Москва,На 10 000 человек населения,78.6,66.1,24,316.5,92.8
2014-01-01,Северо-Западный  федеральный округ,На 10 000 человек населения,87.6,57.5,53,305.4,107.5
2014-01-01,Республика Карелия,На 10 000 человек населения,87.1,50.7,64,273.1,117.6
2014-01-01,Республика Коми,На 10 000 человек населения,102.7,48.7,58,390.5,148.3
2014-01-01,Архангельская область,На 10 000 человек населения,103.8,55.8,72,377.4,138.1
2014-01-01,Ненецкий автономный округ,На 10 000 человек населения,119.9,49.3,58,281.1,126.8
2014-01-01,Архангельская область  без автономного округа,На 10 000 человек населения,103.2,56.1,73,381.1,138.5
2014-01-01,Вологодская область,На 10 000 человек населения,81.1,35.2,69,302.5,111.0
2014-01-01,Калининградская область,На 10 000 человек населения,90.4,42.7,59,247.3,87.6
2014-01-01,Ленинградская область,На 10 000 человек населения,66.6,33.4,58,240.2,72.0
2014-01-01,Мурманская область,На 10 000 человек населения,107.0,55.6,50,307.3,145.8
2014-01-01,Новгородская область,На 10 000 человек населения,82.2,42.5,64,326.0,107.5
2014-01-01,Псковская область,На 10 000 человек населения,90.0,33.6,86,256.7,105.7
2014-01-01,г. Санкт-Петербург,На 10 000 человек населения,87.0,81.5,35,315.8,102.0
2014-01-01,Южный  федеральный округ,На 10 000 человек населения,81.5,43.0,34,226.6,93.1
2014-01-01,Республика Адыгея,На 10 000 человек населения,73.0,38.6,35,244.7,96.0
2014-01-01,Республика Калмыкия,На 10 000 человек населения,87.3,54.1,28,279.7,116.4
2014-01-01,Республика Крым,На 10 000 человек населения,86.1,42.2,36,131.5,94.0
2014-01-01,Краснодарский край,На 10 000 человек населения,75.6,40.3,36,224.1,85.6
2014-01-01,Астраханская область,На 10 000 человек населения,95.9,64.4,32,272.1,116.3
2014-01-01,Волгоградская область,На 10 000 человек населения,88.5,48.2,65,260.0,103.0
2014-01-01,Ростовская область,На 10 000 человек населения,80.6,38.4,33,237.5,89.8
2014-01-01,г. Севастополь,На 10 000 человек населения,70.5,41.1,46,208.3,82.4
2014-01-01,Северо-Кавказский федеральный округ,На 10 000 человек населения,74.0,41.6,21,174.7,91.4
2014-01-01,Республика Дагестан,На 10 000 человек населения,69.2,39.9,12,113.7,85.4
2014-01-01,Республика Ингушетия ,На 10 000 человек населения,49.2,39.8,13,135.3,80.8
2014-01-01,Кабардино-Балкарская Республика,На 10 000 человек населения,87.5,45.9,20,208.6,113.7
2014-01-01,Карачаево-Черкесская Республика,На 10 000 человек населения,73.5,37.6,26,229.5,102.5
2014-01-01,Республика Северная  Осетия – Алания,На 10 000 человек населения,87.9,70.3,32,241.9,108.5
2014-01-01,Чеченская Республика ,На 10 000 человек населения,63.4,26.5,11,184.6,71.1
2014-01-01,Ставропольский край,На 10 000 человек населения,80.9,43.3,43,204.9,96.6
2015-01-01,Российская Федерация,На 10 000 человек населения,83.4,45.9,44,263.5,105.8
2015-01-01,Центральный  федеральный округ,На 10 000 человек населения,78.5,46.1,37,271.3,97.9
2015-01-01,Белгородская область,На 10 000 человек населения,77.1,41.3,28,241.7,113.4
2015-01-01,Брянская область,На 10 000 человек населения,76.8,38.0,65,279.9,118.1
2015-01-01,Владимирская область,На 10 000 человек населения,86.0,33.8,54,341.4,99.0
2015-01-01,Воронежская область,На 10 000 человек населения,85.7,51.7,43,241.4,114.1
2015-01-01,Ивановская область,На 10 000 человек населения,88.9,43.8,46,240.4,103.5
2015-01-01,Калужская область,На 10 000 человек населения,83.8,38.5,42,256.7,100.8
2015-01-01,Костромская область,На 10 000 человек населения,95.3,36.0,56,269.1,115.0
2015-01-01,Курская область,На 10 000 человек населения,85.4,49.0,54,252.1,118.3
2015-01-01,Липецкая область,На 10 000 человек населения,83.1,42.5,46,340.7,117.7
2015-01-01,Московская область,На 10 000 человек населения,75.7,38.0,36,214.3,79.9
2015-01-01,Орловская область,На 10 000 человек населения,95.7,44.5,58,275.5,115.7
2015-01-01,Рязанская область,На 10 000 человек населения,79.1,47.9,40,253.8,108.5
2015-01-01,Смоленская область,На 10 000 человек населения,98.5,50.1,51,281.4,106.0
2015-01-01,Тамбовская область,На 10 000 человек населения,81.6,35.8,46,268.1,109.4
2015-01-01,Тверская область,На 10 000 человек населения,95.3,43.4,54,219.6,101.2
2015-01-01,Тульская область,На 10 000 человек населения,87.2,35.2,41,252.5,101.1
2015-01-01,Ярославская область,На 10 000 человек населения,94.3,52.7,48,267.6,106.2
2015-01-01,г. Москва,На 10 000 человек населения,67.6,55.7,22,313.7,90.8
2015-01-01,Северо-Западный  федеральный округ,На 10 000 человек населения,85.9,54.5,49,304.7,111.6
2015-01-01,Республика Карелия,На 10 000 человек населения,77.9,48.4,58,274.3,114.5
2015-01-01,Республика Коми,На 10 000 человек населения,103.3,48.4,56,397.2,153.4
2015-01-01,Архангельская область,На 10 000 человек населения,97.7,53.2,68,378.9,137.5
2015-01-01,Ненецкий автономный округ,На 10 000 человек населения,107.2,46.5,48,266.7,126.8
2015-01-01,Архангельская область  без автономного округа,На 10 000 человек населения,97.4,53.5,69,383.3,137.9
2015-01-01,Вологодская область,На 10 000 человек населения,84.3,35.2,61,300.9,110.8
